entry_id,source_volume,source_section,page_number,related_source_volume,related_source_section,issue_type,original_wording,description,canon_status,notes,related_entry_ids,relationship_type,potential_tension_id,review_status,review_reason
PT-V4-0012,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Section 3.6: Essential Verbs,11,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs / Ritual verbs,Terminology overlap,"Talaen: To Take (contextual), To Receive; Tal: Give/Offer","Volume 4 documents Talaen as take/receive, while earlier Tal/Talaen material uses give/offer. Polysemy section also explains exchange direction depends on context.",Needs Human Review,No resolution applied.,,terminology overlap,PT-V4-0012,Needs Human Review,terminology overlap
PT-V4-0013,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",The Living Lexicon > Sections 3.1-3.10,5-17,Volume 2/3,Krezor / Aenor / Belshara / Lianor / Eshvelaneth etc.,Terminology overlap,Living lexicon reuses earlier terms in new tangible domains.,"Several Volume 4 lexicon items overlap prior spiritual, grammatical, or abstract terms. Preserved as separate tangible/expanded entries.",Needs Human Review,No resolution applied.,,terminology overlap,PT-V4-0013,Needs Human Review,terminology overlap
PT-S1-0001,Supplement 1: The Rule of Euphony and Historical Variance,Table of Contents / PDF Metadata,1,PDF file and metadata,Volume 5.pdf; Celan_Ancient_Language: Volume 4C; Table of Contents: Volume 4,Source ambiguity,PDF metadata title is Celan_Ancient_Language: Volume 4C; visible TOC says Table of Contents: Volume 4.,User-designated canonical source name is Supplement 1: The Rule of Euphony and Historical Variance. Internal PDF labels conflict with that designation and are preserved as source identity metadata.,Needs Human Review,No title normalization applied.,CC-S1-0001,source ambiguity,PT-S1-0001,Source Ambiguity,source ambiguity
PT-S1-0002,Supplement 1: The Rule of Euphony and Historical Variance,The Rule of Euphony: A National Brief,3,Volumes 1-4,National language/culture material,Source ambiguity,This guide details how each of Ohnosha's eight nations may apply the Rule of Euphony in their common speech.,Current naming applied: Ohnosha.,Needs Human Review,No canon resolution applied.,CC-S1-0002; CC-V4-0009; PT-V4-0011,source ambiguity,PT-S1-0002,Source Ambiguity,source ambiguity
PT-S1-0003,Supplement 1: The Rule of Euphony and Historical Variance,Section 5:1: Advanced Phonology - The Rule of Euphony and Historical Variance,1-2,Volume 1: Fundamentals; Volume 2: Dictionary and Word Formation,Phonetics and Pronunciation; Word Formation and Morphology > Compounding,Expansion,The core principle is to avoid phonetically harsh or dissonant consonant clusters in compound words by inserting a euphonic vowel.,Supplement expands prior phonetics and compounding rules with euphonic insertion. Earlier entries preserved unchanged.,Needs Human Review,No older compounds changed.,GR-S1-0001; GR-V1-0003; GR-V2-0003,expansion,PT-S1-0003,Needs Human Review,possible overlap with earlier rule
PT-S1-0004,Supplement 1: The Rule of Euphony and Historical Variance,Tiers of Application > Tier 1: Mandatory Application,1,Supplement 1: The Rule of Euphony and Historical Variance,Tier 1 examples,Source ambiguity,Vok + Thal -> Vokathar (A Harmonious Union).,"The example pairs Vok + Thal with Vokathar. This may be source-specific, a typo, or an intentional form. Preserved without correction.",Needs Human Review,No inferred correction to Vokathal applied.,GR-S1-0002; PE-S1-0003,source ambiguity,PT-S1-0004,Source Ambiguity,source ambiguity
PT-S1-0005,Supplement 1: The Rule of Euphony and Historical Variance,Tiers of Application > Tier 2 and Tier 3,2-3,Volumes 2-4,Existing compound and lexical forms,Variant form overlap,Krezthal / Krezathal; Belshara / Belashara; Belthal; Rethvok,Supplement introduces standard/poetic variants and phonetic fossils that may reframe existing compound spellings and term overlaps. Earlier entries preserved unchanged.,Needs Human Review,No merge or standardization applied.,RM-S1-0003; RM-S1-0004; LX-V4-0002; LX-V4-0066; LX-V4-0074; LX-V4-0075,refinement,PT-S1-0005,Needs Human Review,variant form overlap
PT-S1-0006,Supplement 1: The Rule of Euphony and Historical Variance,"It's Not a Universal Rule; It's a ""Cultural Voice"" Indicator",3-5,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",National Vernaculars and Comparative Dialogue,Expansion,"The preference for euphonic smoothness versus harsh directness is a key marker of a nation's ""Cultural Voice.""",Supplement expands Volume 4 national vernacular material by adding phonological preferences by nation. Preserved as expansion.,Needs Human Review,No national speech entries rewritten.,GR-S1-0005; CC-S1-0002; CC-V4-0009; PT-V4-0011,expansion,PT-S1-0006,Needs Human Review,possible overlap with earlier rule
PT-S2-0001,Supplement 2: Ohnosha Nations and Cultures 3.0,Document Overview,1,Volumes 3-4; Supplement 1,National language use / cultural voice,Expansion,"cultural identities, internal conflicts, and relationships with other nations","Supplement 2 is world/culture canon, not a language-specific source. It should inform national language nuance without creating grammar rules by itself.",Needs Human Review,No resolution applied.,CC-S2-0002; CC-V4-0009; CC-S1-0002,expansion,PT-S2-0001,Needs Human Review,contextual meaning overlap
PT-S2-0002,Supplement 2: Ohnosha Nations and Cultures 3.0,Nation naming across report,13-18,Existing language databases,Mechuman / Mechuma naming,Terminology overlap,Mechuma,Supplement uses Mechuma as nation name while existing language entries often use Mechuman as adjectival/national form. Preserve separately.,Needs Human Review,No resolution applied.,CC-S2-0009; CC-S2-0010; CC-S2-0025; CC-V4-0013,terminology overlap,PT-S2-0002,Needs Human Review,terminology overlap
PT-S2-0003,Supplement 2: Ohnosha Nations and Cultures 3.0,Top 5 Jobs in each nation > Valkeldor,43-44,Supplement 2 Valkeldor profile; Volume 4 national voice,Valkeldorian cultural framing,Possible contradiction,Futuristic-bohemian with a focus on resilience and Afro-futurism.,Jobs section frames Valkeldor differently from the broader martial/traditional mountain profile. Preserve both and review as cultural expansion or tension.,Needs Human Review,No resolution applied.,CC-S2-0003; CC-S2-0004; CC-S2-0021; CC-V4-0015,possible contradiction,PT-S2-0003,Needs Human Review,contextual meaning overlap
PT-S2-0004,Supplement 2: Ohnosha Nations and Cultures 3.0,Jasara and Zarithan water/desert material,28-42,Existing national culture rows,Jasaran/Zarithan water and desert framing,Related usage,Water as a sacred gift; desert survival; sacred oasis/spring,"Jasara and Zarithan share desert/water survival themes while remaining distinct national contexts. Cross-link for national language nuance, do not merge.",Needs Human Review,No resolution applied.,CC-S2-0015; CC-S2-0016; CC-S2-0017; CC-S2-0018; CC-S2-0019; CC-S2-0020; CC-V4-0017; CC-V4-0011,related usage,PT-S2-0004,Needs Human Review,contextual meaning overlap
PT-S2-0005,Supplement 2: Ohnosha Nations and Cultures 3.0,Spiritual guardianship repeated across nations,18; 27,Supplement 2 nation profiles,Mechuma / Pelagae spiritual guardianship wording,Source ambiguity,Maintaining the protection and blessings of the winter spirits and other mystical entities; Maintaining the protection and blessings of the winter spirits,Winter-spirit wording appears in Mechuma/Pelagae contexts where it may be copied from Nivveil-style material. Preserve and flag instead of correcting.,Needs Human Review,No resolution applied.,CC-S2-0009; CC-S2-0010; CC-S2-0013; CC-S2-0014,source ambiguity,PT-S2-0005,Source Ambiguity,source ambiguity
PT-S2-0006,Supplement 2: Ohnosha Nations and Cultures 3.0,Nation naming variants,23-45,Existing language databases,Pelagae/Pelagaean; Jasara/Jasaran; Verdalris/Verdalrisian etc.,Terminology overlap,Pelagae; Jasara; Verdalris; Valkeldor; Marakor; Zarithan; Nivveil; Mechuma,Supplement primarily uses nation nouns; existing language databases often use adjectival or demonym forms. Preserve source forms and cross-link for lookup.,Needs Human Review,No resolution applied.,CC-S2-0003; CC-S2-0005; CC-S2-0007; CC-S2-0009; CC-S2-0011; CC-S2-0013; CC-S2-0015; CC-S2-0017; CC-S2-0019; CC-V4-0009,terminology overlap,PT-S2-0006,Needs Human Review,terminology overlap
PT-S3-0001,Supplement 3: The Conceptual Lexicon,Introduction: The Soul of the Roots,1,Volumes 1-4; Supplement 1,Existing root and lexicon entries,Expansion,"This lexicon is the highest authority on the metaphorical, philosophical, and connotative meaning of Celan's core concepts.","Supplement 3 adds a conceptual/connotative authority layer over existing root and lexicon rows. Existing rows are preserved; this is treated as expansion/refinement metadata, not replacement.",Needs Human Review,No existing definitions rewritten or merged.,CC-S3-0001; RM-S3-0001; RM-S3-0027,expansion,PT-S3-0001,Needs Human Review,source authority framing
PT-S3-0002,Supplement 3: The Conceptual Lexicon,Part 2: The Elemental Pillars > Clarification on Terra vs. Ohnosha,5-6,Project naming policy; Supplement 1; Supplement 2,Ohnosha / Terra / terra naming,Source ambiguity,Ohnosha is the current world name.,Current naming applied: Ohnosha is the current world name; Terra is the Celan sacred/world term; terra is physical land/ground.,Needs Human Review,No source wording changed.,CC-S3-0002; RM-S3-0007; PT-S1-0002; PT-S2-0001,source ambiguity,PT-S3-0002,Source Ambiguity,legacy naming clarification
PT-S3-0003,Supplement 3: The Conceptual Lexicon,Part 2: The Elemental Pillars > Entry 2.5 and Clarification on Terra vs. Ohnosha,4-6,Volumes 2 and 4,Terra / terra capitalization and world-name uses,Refinement,"Capitalized Terra refers to the planet as a living, spiritual entity, the ""Heart of Terra.""",Supplement 3 clarifies lowercase terra as physical land/ground and uppercase Terra as sacred/living world concept. This refines earlier Terra rows and should support lookup without rewriting them.,Needs Human Review,No capitalization standardization applied to prior rows.,LX-V2-0001; LX-V2-0073; LX-V4-0108; CC-S3-0002; PE-S3-0003; PE-S3-0004,refinement,PT-S3-0003,Needs Human Review,terminology overlap
PT-S3-0004,Supplement 3: The Conceptual Lexicon,Part 3: The Metaphysical Concepts > Entry 3.5: Rin- (Essence),9,Volume 1 identity terms,"Gendered and Neutral Terms / Kadren, Azan, Thee",Refinement,"The concept of identity (Kadren, Azan, Thee) is based on one's Rin, not their body.",Supplement 3 makes explicit a metaphysical basis for identity that was previously implied through Volume 1 identity terms. Existing identity entries remain unchanged.,Needs Human Review,"This supports the user's dynamic identity question, but no new doctrine was inferred beyond the source line.",RM-S3-0012; CC-S3-0004; PE-S3-0009,refinement,PT-S3-0004,Needs Human Review,identity concept refinement
PT-S3-0005,Supplement 3: The Conceptual Lexicon,"Parts 4 and 6: Bel, Ohm, Zhir, Kel",11; 16-17,Volumes 2-4,"Connection, binding, lineage, speaking/naming concepts",Terminology overlap,Ohm is spiritual; Bel is societal. Zhir- represents lineage/history. Kel- is distinct from Aen.,Supplement 3 distinguishes several nearby conceptual domains that may overlap in lookup: Bel/Ohm/Zhir for connection and Aen/Kel for speech. Preserve as refinements and do not merge.,Needs Human Review,Used for cross-linking and search clarity only.,RM-S3-0016; RM-S3-0026; RM-S3-0027; PE-S3-0011; PE-S3-0022,terminology overlap,PT-S3-0005,Needs Human Review,contextual meaning overlap
PT-S3-0006,Supplement 3: The Conceptual Lexicon,Part 5: The Concepts of Action & Being > Entry 5.2: Aen-,13,Volumes 2-4,Aen / Aenor polysemy,Refinement,Aen + -or (Place of) = (The Ear / Place of Sound).,Supplement 3 refines Aenor as the place of sound/ear while existing rows also preserve Aenor as moment/ear and measurement polysemy. No rows changed.,Needs Human Review,No attempt made to choose a single meaning for Aenor.,RM-S3-0019; LX-V2-0049; LX-V4-0081; LX-V4-0107; PT-V4-0008,refinement,PT-S3-0006,Needs Human Review,terminology overlap
PT-S3-0007,Supplement 3: The Conceptual Lexicon,"Parts 3, 5, and 6: multi-function roots",7-15,Volumes 1-4,"Thal, Reth, Nor, Var, Aen, Ser, Rath overlaps",Refinement,Several roots are explicitly presented as both lexical roots and grammatical/prepositional/conjunction/conditional tools.,Supplement 3 gives conceptual reasons for multifunction roots already preserved in the database. This should reduce concern while keeping all overlap flags visible.,Needs Human Review,No earlier potential tension rows resolved automatically.,RM-S3-0009; RM-S3-0010; RM-S3-0011; RM-S3-0018; RM-S3-0019; RM-S3-0023; RM-S3-0024,refinement,PT-S3-0007,Needs Human Review,terminology overlap
PT-S3-0008,Supplement 3: The Conceptual Lexicon,Part 5: The Concepts of Action & Being > Entry 5.5: Vok-,14,Volume 4 polysemy entries,Vok unity / vokaen break unity,Refinement,"The noun Vok means ""Unity."" The primary verb vokaen means ""to break that unity.""",Supplement 3 explicitly frames Vok as a duality of unity and breaking unity. Existing Vok rows are preserved as related polysemy.,Needs Human Review,No Vok entries merged.,RM-S3-0022; LX-V4-0120; PT-V4-0010,refinement,PT-S3-0008,Needs Human Review,contextual meaning overlap
PT-S4A-0001,Supplement 4A: VSO Cultural Notes,The Heart of Action: How Celan's VSO Structure Reflects Ohnoshan Worldview,text,Volume 1; Volume 4; Supplement 3,VSO syntax and polysemy/context worldview,Refinement,"The VSO structure of Celan is not merely a grammatical quirk; it is a linguistic embodiment of an Ohnoshan perspective where actions resonate, states of being are primary, and individuals are interwoven with the dynamic tapestry of existence.",Supplement 4A adds cultural/philosophical interpretation to existing VSO grammar without replacing the older direct syntax rule.,Needs Human Review,No existing VSO examples or rules rewritten.,GR-S4A-0001; CC-S4A-0001; GR-V1-0004; CC-V4-0008; RM-S3-0018,refinement,PT-S4A-0001,Needs Human Review,cultural syntax refinement
PT-S4A-0002,Supplement 4A: VSO Cultural Notes,Supplement 4A example sentences,text,Existing lexicon and phrase databases,New illustrative VSO examples,Source ambiguity,Rinaen Terra vaar.; Seraen I an Nys'aleth.; Rinaen Ohm ser Ilin.,Some Supplement 4A examples introduce or use forms not separately established as standalone lexicon rows in the existing database. Preserve examples and flag for lookup review.,Needs Human Review,No new lexicon rows created for example-only forms.,PE-S4A-0002; PE-S4A-0004; PE-S4A-0005,source ambiguity,PT-S4A-0002,Source Ambiguity,example source scope
PT-S4B-0001,Supplement 4B: Celan Capitalization Rules,The Rules of Celan Capitalization,text,Volumes 1-4; Supplements 1-3,Existing capitalization in prior examples,Refinement,"In Celan, capitalization is not used for the beginning of sentences or for all proper nouns as it is in English. Instead, it is used semantically to denote concepts of primacy, sanctity, or archetypal significance.",Supplement 4B introduces semantic capitalization and may affect interpretation of older examples. Prior rows are preserved unchanged and not retroactively normalized.,Needs Human Review,"Review can decide whether older capitalization reflects prior source style, semantic emphasis, or needs future annotation.",GR-S4B-0001; GR-S4B-0002; GR-S4B-0003; GR-S4B-0004; GR-S4B-0005; CC-S4B-0001,refinement,PT-S4B-0001,Needs Human Review,orthography overlap
PT-S4B-0002,Supplement 4B: Celan Capitalization Rules,Rule 2: Capitalize Archetypal and Primordial Concepts,text,Supplement 3; Volume 2; Volume 4,"Terra/terra, Dral/dral, Rathor/rathor capitalization contrasts",Expansion,"Words are capitalized when they refer to the fundamental, archetypal forces or concepts that govern the world, rather than their mundane, everyday instances.",Supplement 4B expands the Terra/terra distinction into broader semantic capitalization. Dral/dral and Rathor/rathor contrasts are preserved as new supplemental distinctions and cross-linked to prior rows.,Needs Human Review,No older Dral or Rathor entries changed.,GR-S4B-0002; RM-S3-0007; PT-S3-0003; LX-V2-0058; LX-V2-0022; PT-V2-0011,expansion,PT-S4B-0002,Needs Human Review,orthography overlap
PT-S4B-0003,Supplement 4B: Celan Capitalization Rules,Rule 1: The First Word of a Sentence is NOT Capitalized,text,Existing phrase/example rows,Sentence-initial capitalization,Possible contradiction,Correct: var I an dren. Incorrect: Var I an dren.,Supplement 4B says sentence starts are lowercase unless another capitalization criterion applies. Earlier examples often begin with capitalized verbs. Preserve older source examples and flag the orthography layer for review.,Needs Human Review,No existing phrase rows rewritten.,GR-S4B-0001; PE-S4B-0001; PE-S4B-0002; PE-V1-0001,possible contradiction,PT-S4B-0003,Needs Human Review,orthography overlap
